user_screen_name,created_at,tweet_text
,,
NorrisKadie,3/27/2019 19:27,b'RT @SamsungMobile: The #GalaxyS10 is a next generation smartphone like no other.\nThe next generation Galaxy has arrived.\nLearn more: https:\xe2\x80\xa6'
,,
NovFlo,3/27/2019 19:20,b'RT @amitbhawani: Samsung seems to be following Xiaomi everywhere. Now there are full page ADS on the brand new Samsung #GalaxyS10. \xf0\x9f\x91\x8f\n\nNote:\xe2\x80\xa6'
,,
cjunaid3,3/27/2019 19:18,b'Testing video stability on the Galaxy S10 in a fast moving shaky train \xf0\x9f\x9a\x82!! Not bad \xf0\x9f\x98\x89!! #GalaxyS10 https://t.co/jYmyOSX8q5'
,,
WhitestoneChina,3/27/2019 19:15,b'Whitestone Dome is the tempered glass Galaxy S10 screen protector you\xe2\x80\x99re looking for \nAndroidAuth #GalaxyS10\xe2\x80\xa6\xe2\x80\xa6 https://t.co/TYVJ6n26y9'
,,
davidphale16,3/27/2019 19:09,b'RT @SamsungMobileUS: Ultrasonic Fingerprint ID gives you quick and secure access to your #GalaxyS10. What else do you wish you could unlock\xe2\x80\xa6'
,,
BitBakeryCO,3/27/2019 19:04,"b'RT @DigitalTrends: On the new #GalaxyS10, it can be unlocked with an image of your face--using another phone. https://t.co/5VdDqyf5lw'"
,,
Gwanatu,3/27/2019 18:56,"b""It's been a fun ride with the #GalaxyS10 over the last few weeks. Camera verdict? If you care about the details, I\xe2\x80\xa6 https://t.co/BVtixSsEby"""
,,
RaninSima,3/27/2019 18:55,b'RT @Yaris__omar: Just saw this on Amazon: Samsung Galaxy S10+ Factory Unlocked Phone with... for $999.90 https://t.co/SeHVEAsD5d via @amazo\xe2\x80\xa6'
,,
Yaris__omar,3/27/2019 18:54,"b'Just saw this on Amazon: Samsung Galaxy S10+ Factory Unlocked Phone ... by Samsung for $1,599.99\xe2\x80\xa6 https://t.co/Te4WJ2YFyZ'"
,,
Yaris__omar,3/27/2019 18:53,b'Just saw this on Amazon: Samsung Galaxy S10+ Factory Unlocked Phone ... by Samsung for $999.99\xe2\x80\xa6 https://t.co/s6R4RRD2zH'
,,
Yaris__omar,3/27/2019 18:53,b'Just saw this on Amazon: Samsung Galaxy S10+ Factory Unlocked Phone with... for $999.90 https://t.co/SeHVEAsD5d via\xe2\x80\xa6 https://t.co/KQW1begfTQ'
,,
Yaris__omar,3/27/2019 18:53,b'Just saw this on Amazon: Samsung Galaxy S10+ Factory Unlocked Phone ... by Samsung for $999.99\xe2\x80\xa6 https://t.co/TKYW9XQFmF'
,,
Yaris__omar,3/27/2019 18:53,b'Just saw this on Amazon: Samsung Galaxy S10e Factory Unlocked Phone ... by Samsung for $749.99\xe2\x80\xa6 https://t.co/XQsgzPWmFb'
,,
Yaris__omar,3/27/2019 18:52,b'Just saw this on Amazon: Samsung Galaxy S10e Factory Unlocked Phone ... by Samsung for $725.00\xe2\x80\xa6 https://t.co/j0BES8OXwk'
,,
TheCapeTownGuy,3/27/2019 18:52,"b'The moment we have all been waiting for, Ed Sheeran live in Cape Town! #EdSheeranSA #EdSheeran #DividetourSA\xe2\x80\xa6 https://t.co/Hun1iM0kHC'"
,,
Yaris__omar,3/27/2019 18:52,b'Just saw this on Amazon: Samsung Galaxy S10 Factory Unlocked Phone w... by Samsung for $899.99\xe2\x80\xa6 https://t.co/iR1ChDVPmj'
,,
Yaris__omar,3/27/2019 18:52,b'Just saw this on Amazon: Samsung Galaxy S10 Factory Unlocked Phone w... by Samsung for $899.99\xe2\x80\xa6 https://t.co/uyK01BXMa7'
,,
pennewstweet,3/27/2019 18:51,"b'Eyeing Tier 2 &amp; 3, Samsung unveils new Galaxy apps store\n#Eyeing #Tier @SamsungMobileIN #Samsung #unveils #Galaxy\xe2\x80\xa6 https://t.co/qly9SiDg77'"
,,
Yaris__omar,3/27/2019 18:51,b'Just saw this on Amazon: Samsung Galaxy S10 Factory Unlocked Phone w... by Samsung for $899.99\xe2\x80\xa6 https://t.co/xCkLlj0G2k'
,,
Yaris__omar,3/27/2019 18:50,b'Check out this Amazon deal: Razer Phone 2 (New): Unlocked Gaming Smartphone \xe2\x80\x93 https://t.co/iVWJIcsvgK via @amazon\xe2\x80\xa6 https://t.co/jMzkxUI7xQ'
,,
Susan9587,3/27/2019 18:49,b'RT @SamsungMobileUS: Ultrasonic Fingerprint ID gives you quick and secure access to your #GalaxyS10. What else do you wish you could unlock\xe2\x80\xa6'
,,
1973Matt,3/27/2019 18:49,"b'@AceLuceroTech Had my #GalaxyS10 for a week now,  absolutely loving it \xf0\x9f\x91\x8a\xf0\x9f\x8f\xbb'"
,,
Yaris__omar,3/27/2019 18:47,"b'Just saw this on Amazon: EVGA GeForce GTX 1660 Ti XC Black Gaming, 6... by EVGA for $279.99 https://t.co/Lg7JvdsRXc\xe2\x80\xa6 https://t.co/QBdM2MoBOQ'"
,,
Yaris__omar,3/27/2019 18:47,"b'Just saw this on Amazon: Samsung Galaxy Watch Active (40mm), Green -... by Samsung for $199.99\xe2\x80\xa6 https://t.co/drWW8L9O73'"
,,
Yaris__omar,3/27/2019 18:46,"b'Just saw this on Amazon: Samsung Galaxy Watch Active (40mm), Black -... by Samsung for $199.99\xe2\x80\xa6 https://t.co/4gRozdT3Lm'"
,,
Yaris__omar,3/27/2019 18:46,"b'Just saw this on Amazon: Samsung Galaxy Watch Active (40mm), Black by Samsung for $199.99 https://t.co/z70vTGupLE v\xe2\x80\xa6 https://t.co/fLQev9DoX3'"
,,
Yaris__omar,3/27/2019 18:44,"b'Just saw this on Amazon: iFixit Pro Tech Toolkit - Electronics, Smar... by iFixit for $59.95\xe2\x80\xa6 https://t.co/VmsqSxq6vu'"
,,
kbrijlal,3/27/2019 18:43,b'RT @TheCapeTownGuy: Passenger live in Cape Town! #EdSheeranSA #EdSheeran #DividetourSA #DivideWorldTour #GalaxyS10 #GalaxyS10Plus @edsheera\xe2\x80\xa6'
,,
sonalfie,3/27/2019 18:42,b'RT @Rodney_Walker: #Huawei #P30 price leaks suggests it could be as expensive as the Galaxy S10 https://t.co/ycDIbQf3Sn #GalaxyS10 #Smartph\xe2\x80\xa6'
,,
Yaris__omar,3/27/2019 18:40,"b'Just saw this on Amazon: Samsung Galaxy Buds, Bluetooth True Wireles... by Samsung for $129.99\xe2\x80\xa6 https://t.co/3DIPRYusr8'"
,,
GeorginaBencsik,3/27/2019 18:40,"b'RT @SamsungMobileIN: Pro-grade intelligent cameras that make every shot worth sharing. #GalaxyS10. Own now at Rs.2,170/- (T&amp;C apply). Buy n\xe2\x80\xa6'"
,,
GeorginaBencsik,3/27/2019 18:40,"b""RT @SamsungMobile: Shoot like a pro without being a pro. #GalaxyS10's Pro-Grade Camera.\nLearn more: https://t.co/UstjA79jjF https://t.co/7a\xe2\x80\xa6"""
,,
GeorginaBencsik,3/27/2019 18:40,"b""RT @SamsungMobile: Uninterrupted viewing experiences with #GalaxyS10's Cinematic Infinity Display.\nLearn more: https://t.co/UstjA79jjF http\xe2\x80\xa6"""
,,
GeorginaBencsik,3/27/2019 18:38,b'RT @SamsungCanada: A next generation camera that expands your horizons. #GalaxyS10'
,,
kbrijlal,3/27/2019 18:37,"b""RT @TheCapeTownGuy: Let's do this #EdSheeranSA #EdSheeran #DividetourSA #DivideWorldTour #GalaxyS10 #GalaxyS10Plus @edsheeran @passengermus\xe2\x80\xa6"""
,,
Yaris__omar,3/27/2019 18:35,"b'Check out this Amazon deal: Apple iPad Pro (11-inch, Wi-Fi, 256GB) - Spac... by Apple https://t.co/Mm1AlUrBZL via\xe2\x80\xa6 https://t.co/UyYPzUUrYi'"
,,
Yaris__omar,3/27/2019 18:33,"b'Check out this Amazon deal: Google Pixelbook (i5, 8 GB RAM, 128GB) (GA001... by Google https://t.co/tlnGmF9qeQ via\xe2\x80\xa6 https://t.co/BBSPiztWIl'"
,,
Yaris__omar,3/27/2019 18:32,b'Just saw this on Amazon: Apple AirPods with Charging Case (Latest Mo... by Apple for $159.00\xe2\x80\xa6 https://t.co/vODF7tLVH1'
,,
WhitestoneChina,3/27/2019 18:30,b'Whitestone Dome is the tempered glass Galaxy S10 screen protector you\xe2\x80\x99re looking for \nAndroidAuth #GalaxyS10\xe2\x80\xa6\xe2\x80\xa6 https://t.co/FF1ygZsAYe'
,,
HandHCenter,3/27/2019 18:28,"b""RT @SnowinRI: \xf0\x9f\x86\x95 @SamsungMobileUS launches interactive 'experience tour' to celebrate 10 years of Galaxy phones\nhttps://t.co/R2RFxZQLgc\n\nInt\xe2\x80\xa6"""
,,
j_sherrington92,3/27/2019 18:24,"b'RT @DigitalTrends: On the new #GalaxyS10, it can be unlocked with an image of your face--using another phone. https://t.co/5VdDqyf5lw'"
,,
ipedycom,3/27/2019 18:24,b'Which one ? \xf0\x9f\x94\xa5\n\n@ipedycom \n\n#galaxys10 #galaxys10plus #iphonexsplus #huaweip30 #huaweip30pro https://t.co/CcKPyZOX0l'
,,
RichieJames540,3/27/2019 18:21,b'RT @SamsungMobileKE: Smartphone\n\nNoun\n\nA phone that can intelligently recognize your mobile behaviour and optimizes usage based on them. It\xe2\x80\xa6'
,,
alejandermartin,3/27/2019 18:20,b'RT @whitestonedome: Whitestone Dome is the tempered glass Galaxy S10 screen protector you\xe2\x80\x99re looking for \n@AndroidAuth #GalaxyS10 #Whitesto\xe2\x80\xa6'
,,
whitestonedome,3/27/2019 18:20,b'Whitestone Dome is the tempered glass Galaxy S10 screen protector you\xe2\x80\x99re looking for \n@AndroidAuth #GalaxyS10\xe2\x80\xa6 https://t.co/1rnH4b7KnQ'
,,
klojanta,3/27/2019 18:18,"b'RT @SamsungUK: Acquire your very own superpower with PowerShare: share your battery with deserving friends, wirelessly #GalaxyS10'"
,,
GraziA252,3/27/2019 18:18,"b'RT @ygent_official: #iKON x Samsung #GalaxyS10 Launch Event at Manila\n\nSay hello in Manila, Philippines.\n\nLast greeting at Samsung Galaxy S\xe2\x80\xa6'"
,,
JaboConrad,3/27/2019 18:14,"b""RT @SamsungMobile: Shoot like a pro without being a pro. #GalaxyS10's Pro-Grade Camera.\nLearn more: https://t.co/UstjA79jjF https://t.co/7a\xe2\x80\xa6"""
,,
bobby_bene,3/27/2019 18:14,"b""Something I thought I'd share with Twitter so basically the Galaxy S10 has a wide angle lens that takes some really\xe2\x80\xa6 https://t.co/CiIMmfMK8g"""
,,
MadisonIsbell2,3/27/2019 18:14,"b'RT @SamsungMobileUS: Add more screen, subtract the bezel and you get Cinematic Infinity Display. What will look best on your #GalaxyS10?'"
,,
nGage_ETx,3/27/2019 18:13,b'RT @BobMugno: The phone that\xe2\x80\x99s not afraid of water. Meet the work phone you can actually take to work: https://t.co/fHHKRPke5r #GalaxyS10 h\xe2\x80\xa6'
,,
BobMugno,3/27/2019 18:12,b'The phone that\xe2\x80\x99s not afraid of water. Meet the work phone you can actually take to work: https://t.co/fHHKRPke5r\xe2\x80\xa6 https://t.co/c7ETqwDYbP'
,,
Yaris__omar,3/27/2019 18:11,b'Just saw this on Amazon: Apple AirPods with Wireless Charging Case (... by Apple for $199.99\xe2\x80\xa6 https://t.co/z0rz1VZglj'
,,
whitestonedome,3/27/2019 18:10,"b'Galaxy S10+ Whitestone Dome Glass Install, Review &amp; Removal https://t.co/LpLOuzqzT5 @YouTube #WhitestoneDomeGlass\xe2\x80\xa6 https://t.co/LQqYssU2Gi'"
,,
LovroMihaljevi1,3/27/2019 18:09,"b""RT @MatycraftCz: I've got a Samsung S10, who wants NEW RARE IKONIK SKIN. DM ME !! \xe2\x99\xa5\xe2\x99\xa5\n#galaxyS10 #ikonikskin #SamsungGalaxyS10 #ikonikskin #\xe2\x80\xa6"""
,,
MatycraftCz,3/27/2019 18:07,"b""I've got a Samsung S10, who wants NEW RARE IKONIK SKIN. DM ME !! \xe2\x99\xa5\xe2\x99\xa5\n#galaxyS10 #ikonikskin #SamsungGalaxyS10\xe2\x80\xa6 https://t.co/l15ek7oWME"""
,,
TrashDumpster11,3/27/2019 18:05,"b'RT @SamsungMobileUS: Add more screen, subtract the bezel and you get Cinematic Infinity Display. What will look best on your #GalaxyS10?'"
,,
SamsungMobileIN,3/27/2019 18:04,b'@Sujaychanda12 The pro-grade cameras on #GalaxyS10 will revolutionize how you shoot. Capture panoramic landscapes w\xe2\x80\xa6 https://t.co/a3lpUfF6fM'
,,
Sujaychanda12,3/27/2019 18:04,"b'With the #GalaxyS10, there are so many ways to capture my memories like a pro. Be it HDR 10+ videos, super slow-mo\xe2\x80\xa6 https://t.co/mZUGSYCgJw'"
,,
Mr_Pok3m0n,3/27/2019 18:04,"b'RT @SamsungMobileUS: Add more screen, subtract the bezel and you get Cinematic Infinity Display. What will look best on your #GalaxyS10?'"
,,
Dumie_Mbambo,3/27/2019 18:01,"b""RT @SamsungMobileSA: A picture is worth a thousand words...an Ultra wide pic is worth so much more. Here's a #GalaxyGuide on how to capture\xe2\x80\xa6"""
,,
LetsTalk,3/27/2019 18:01,"b'Our #WednesdayWisdom is never buy anything full price. In fact, you can get the #GalaxyS10e FOR FREE for a limited\xe2\x80\xa6 https://t.co/4LcRhykhVJ'"
,,
whitestonedome,3/27/2019 18:00,b'Whitestone Dome is the tempered glass Galaxy S10 screen protector you\xe2\x80\x99re looking for \n@AndroidAuth #GalaxyS10\xe2\x80\xa6 https://t.co/P5Y9jHlw5K'
,,
waqasshkh,3/27/2019 17:54,b'RT @amitbhawani: Samsung seems to be following Xiaomi everywhere. Now there are full page ADS on the brand new Samsung #GalaxyS10. \xf0\x9f\x91\x8f\n\nNote:\xe2\x80\xa6'
,,
mssunshine178,3/27/2019 17:51,b'@SamsungMobileIN  Not able to claim my pre-booking offer for #GalaxyS10  despite chasing you guys for over 20 days\xe2\x80\xa6 https://t.co/WmC7s2qfY2'
,,
ratinvirgo,3/27/2019 17:47,b'RT @grffeApp: You can add filters or write text or draw.. download to use #homescreen or share.  \xe2\xac\x87\xef\xb8\x8f\xf0\x9f\x93\xb1\xf0\x9f\xa6\x92 https://t.co/g1QA6M91dA     \n\n#Samsun\xe2\x80\xa6'
,,
CPRCorporate,3/27/2019 17:45,b'RT @SamsungSupport: Sometimes faulty apps can slow down your phone or cause crashes right under your nose. Need a quick clean up? You can s\xe2\x80\xa6'
,,
zoielouisexx,3/27/2019 17:41,b'Thanks to @EE I have the #GalaxyS10 and its absolutely amazing! \xf0\x9f\x98\x8d @SamsungMobile'
,,
TheCapeTownGuy,3/27/2019 17:40,b'Passenger live in Cape Town! #EdSheeranSA #EdSheeran #DividetourSA #DivideWorldTour #GalaxyS10 #GalaxyS10Plus\xe2\x80\xa6 https://t.co/X5ENxwLIgt'
,,
JiinueRealEstat,3/27/2019 17:37,"b""RT @SamsungMobileKE: The #GalaxyS10 launch is about changing today and tomorrow. Look who's here to make this milestone with us @MwalimChur\xe2\x80\xa6"""
,,
Carmenilash,3/27/2019 17:37,b'Why tf is the front \nfacing camera so zoomed in on the #GalaxyS10+\xf0\x9f\x98\xa4\xf0\x9f\x98\xad\xf0\x9f\x98\xad'
,,
kleinmone,3/27/2019 17:37,b'RT @grffeApp: You can add filters or write text or draw.. download to use #homescreen or share.  \xe2\xac\x87\xef\xb8\x8f\xf0\x9f\x93\xb1\xf0\x9f\xa6\x92 https://t.co/g1QA6M91dA     \n\n#Samsun\xe2\x80\xa6'
,,
DJSmidge,3/27/2019 17:35,"b""I'm sure the #GalaxyS10 is nearly identical to the S8 with a better camera and bigger hard drive. \n\nAnyone getting\xe2\x80\xa6 https://t.co/jevF6fojbf"""
,,
AbsolutPisco,3/27/2019 17:31,"b'RT @DigitalTrends: On the new #GalaxyS10, it can be unlocked with an image of your face--using another phone. https://t.co/5VdDqyf5lw'"
,,
sadiahamid2010,3/27/2019 17:30,"b""RT @SamsungMobile: Shoot like a pro without being a pro. #GalaxyS10's Pro-Grade Camera.\nLearn more: https://t.co/UstjA79jjF https://t.co/7a\xe2\x80\xa6"""
,,
i_am_jsharp,3/27/2019 17:27,b'Smartphone\n\nNoun\n\nA phone that can intelligently recognize your mobile behaviour and optimizes usage based on them.\xe2\x80\xa6 https://t.co/T61jfscaOE'
,,
huaiweilian,3/27/2019 17:26,"b'RT @DigitalTrends: On the new #GalaxyS10, it can be unlocked with an image of your face--using another phone. https://t.co/5VdDqyf5lw'"
,,
skupa07,3/27/2019 17:25,b'Become a renowned Digital marketer with indepth training offered by the THE ICT @the_ict_hub on 09058012236 or 0818\xe2\x80\xa6 https://t.co/rYkgIKkz4c'
,,
PalaciosWill,3/27/2019 17:24,b'RT @Mattcabb: @GoPro - Be A Hero wallpaper for #galaxyS10 and #galaxyS10E.\n\nDL: https://t.co/EjLlZ8bbFX https://t.co/Qbtg3Uc9Fs'
,,
a95_zee,3/27/2019 17:20,b'Can I just say the  #GalaxyS10 is \xf0\x9f\x94\xa5 ( thinking of doing a comparison video for #iPhonexs and #galaxyS10 \xf0\x9f\x98\x82'
,,
Carol_Faulkn,3/27/2019 17:19,"b""RT @Wandiasinfo: Had an awesome time listening and participating in such insightful conversations around Samsung's new Galaxy #wearables.\xf0\x9f\x91\x8c\xf0\x9f\x8f\xbe\xe2\x80\xa6"""
,,
SamsungMobileIN,3/27/2019 17:19,b'@Karansingh_05 With #GalaxyS10 we built a wireless charging pad right into your phone. You can now wirelessly power\xe2\x80\xa6 https://t.co/ofMy44CdGG'
,,
Karansingh_05,3/27/2019 17:19,"b'It becomes such a hassle to carry so many chargers for all the devices that I have. But, with the Wireless PowerSha\xe2\x80\xa6 https://t.co/uABaatbkD6'"
,,
AbcArena,3/27/2019 17:18,b'Samsung Galaxy S10 and S10+ home screen tips &amp; tricks #Samsung #GalaxyS10 #tips #tricks #news  https://t.co/s0PLN7jVHO'
,,
supersmark,3/27/2019 17:18,"b'RT @DigitalTrends: On the new #GalaxyS10, it can be unlocked with an image of your face--using another phone. https://t.co/5VdDqyf5lw'"
,,
TheCapeTownGuy,3/27/2019 17:18,"b""Let's do this #EdSheeranSA #EdSheeran #DividetourSA #DivideWorldTour #GalaxyS10 #GalaxyS10Plus @edsheeran\xe2\x80\xa6 https://t.co/5AmnBH0Ck0"""
,,
Carol_Faulkn,3/27/2019 17:17,b'RT @Wandiasinfo: In #NewYorkCity tonight? Join us! \xf0\x9f\x91\x89 https://t.co/8DJ15qfiNU Be one of the first to get hands-on with the new @Samsung #Gal\xe2\x80\xa6'
,,
clash_rushikesh,3/27/2019 17:16,b'RT @TechnoDIYs: Selling an Nvidia GeForce bundle code for Fortnite (Counterattack Bundle).\n\nCode redeemable on Epic website!\n\nDM me now.for\xe2\x80\xa6'
,,
tk5won,3/27/2019 17:10,"b""RT @SamsungMobile: Shoot like a pro without being a pro. #GalaxyS10's Pro-Grade Camera.\nLearn more: https://t.co/UstjA79jjF https://t.co/7a\xe2\x80\xa6"""
,,
Desigg,3/27/2019 17:09,b'RT @grffeApp: You can add filters or write text or draw.. download to use #homescreen or share.  \xe2\xac\x87\xef\xb8\x8f\xf0\x9f\x93\xb1\xf0\x9f\xa6\x92 https://t.co/g1QA6M91dA     \n\n#Samsun\xe2\x80\xa6'
,,
Tamboli01javed,3/27/2019 17:08,b'RT @amitbhawani: Samsung seems to be following Xiaomi everywhere. Now there are full page ADS on the brand new Samsung #GalaxyS10. \xf0\x9f\x91\x8f\n\nNote:\xe2\x80\xa6'
,,
Carol_Faulkn,3/27/2019 17:07,"b""RT @Wandiasinfo: Yup, it's time to ditch your old phone! The #GalaxyS10 has landed and it's out of this world \xf0\x9f\x9a\x80 https://t.co/04oJPuQhLk\xe2\x80\xa6"""
,,
soldbytech,3/27/2019 17:07,b'S10 photos are \xf0\x9f\x94\xa5\xf0\x9f\x94\xa5\xf0\x9f\x94\xa5 @SamsungMobileUS #galaxys10 https://t.co/Onx5Prgv3J'
,,
RudeAidao2006,3/27/2019 17:06,"b'RT @SamsungMobileUS: Add more screen, subtract the bezel and you get Cinematic Infinity Display. What will look best on your #GalaxyS10?'"
,,
rajeevkugan,3/27/2019 17:06,b'#GalaxyS10 - is it me or the camera too fuzzy?\nhttps://t.co/yNkQsn8dh1'
,,
amn_hadi4,3/27/2019 17:04,b'RT @SamsungMalaysia: You know you want it. Now go get it with our Trade Up Programme! #GalaxyS10'
,,
FloraJiaLi,3/27/2019 17:01,b'RT @SamsungCanada: The newest Fortnite skin is iKONIK\xe2\x80\x94and it\xe2\x80\x99s only available on the phone with next-generation gaming performance. #Galaxy\xe2\x80\xa6'
,,
kyNHjLzsnpDFpjh,3/27/2019 17:00,b'RT @woorisecom: Woorise is giving away a brand new Samsung Galaxy S10 1. Follow us 2. Retweet 3. Enter to Win: https://t.co/1kZCJqgYji\n\n#wo\xe2\x80\xa6'
,,
mreja_rm,3/27/2019 16:57,"b""RT @SamsungMobileSA: A picture is worth a thousand words...an Ultra wide pic is worth so much more. Here's a #GalaxyGuide on how to capture\xe2\x80\xa6"""
,,
theusagirl,3/27/2019 16:50,"b'RT @SamsungMobileUS: Add more screen, subtract the bezel and you get Cinematic Infinity Display. What will look best on your #GalaxyS10?'"
,,
DroidLordZA,3/27/2019 16:49,"b""RT @SamsungMobileSA: A picture is worth a thousand words...an Ultra wide pic is worth so much more. Here's a #GalaxyGuide on how to capture\xe2\x80\xa6"""
,,
LangaNhlanhla,3/27/2019 16:49,b'RT @SamsungMobileSA: \xf0\x9f\x98\x82\xf0\x9f\x94\xa5\xc2\xa0The next generation camera that lets you shoot like a pro without being a pro - #GalaxyS10 ^KM https://t.co/IUJYTxT\xe2\x80\xa6'
,,
Azhariimran,3/27/2019 16:48,b'RT @SamsungMalaysia: You know you want it. Now go get it with our Trade Up Programme! #GalaxyS10'
,,
TheMindsetPRJ,3/27/2019 16:48,b'RT @RingkeOfficial: Ringke cases are \xf0\x9f\x92\xaf% compatible with #GalaxyS10 wireless PowerShare! \xf0\x9f\x94\x8b https://t.co/DhjpHkEuE7\n\n#TipTueday #PowerShare #\xe2\x80\xa6'
,,
AprilUrrutia,3/27/2019 16:47,b'Nicole has spirit fingers! Creating fun gifs with S10!!! \n@Krivs14 \n#Samsung #GalaxyS10 @Sprint4WestTX https://t.co/k5hRcVzBVo'
,,
dahmainsazi,3/27/2019 16:46,b'RT @samsungmobileng: The only time Power Sharing is welcomed by both parties. #GalaxyS10 https://t.co/lvGTQoiP9r'
,,
OzenTheTempest,3/27/2019 16:46,b'RT @TechnoDIYs: Selling an Nvidia GeForce bundle code for Fortnite (Counterattack Bundle).\n\nCode redeemable on Epic website!\n\nDM me now.for\xe2\x80\xa6'
,,
KymaniWilson12,3/27/2019 16:44,b'RT @TechnoDIYs: Selling an Nvidia GeForce bundle code for Fortnite (Counterattack Bundle).\n\nCode redeemable on Epic website!\n\nDM me now.for\xe2\x80\xa6'
,,
SCSamsungMobile,3/27/2019 16:42,"b'RT @SCSamsungMobile: Sprint rolling out March update for S10e, S10 and S10+, LTE issue should be fixed #Samsung #GalaxyS10 https://t.co/WVK\xe2\x80\xa6'"
,,
itsOchichi,3/27/2019 16:34,b'RT @SamsungMobileKE: Smartphone\n\nNoun\n\nA phone that can intelligently recognize your mobile behaviour and optimizes usage based on them. It\xe2\x80\xa6'
,,
alejandermartin,3/27/2019 16:34,b'RT @whitestonedome: Whitestone Dome is the Galaxy S10+ screen protector you want | via @androidcentral #WhitestoneDomeGlass #GalaxyS10 #Gal\xe2\x80\xa6'
,,
SiphoNtobela5,3/27/2019 16:34,b'RT @SamsungMobileSA: \xf0\x9f\x98\x82\xf0\x9f\x94\xa5\xc2\xa0The next generation camera that lets you shoot like a pro without being a pro - #GalaxyS10 ^KM https://t.co/IUJYTxT\xe2\x80\xa6'
,,
Pytherminion,3/27/2019 16:33,"b'RT @SamsungMobileUS: Add more screen, subtract the bezel and you get Cinematic Infinity Display. What will look best on your #GalaxyS10?'"
,,
RichieJames540,3/27/2019 16:32,b'RT @SamsungMobileKE: You\xe2\x80\x99ve got up to 12 months to pay for the all-new #GalaxyS10.\nInterested? All you need is your Barclays credit card an\xe2\x80\xa6'
,,
grffeApp,3/27/2019 16:28,b'You can add filters or write text or draw.. download to use #homescreen or share.  \xe2\xac\x87\xef\xb8\x8f\xf0\x9f\x93\xb1\xf0\x9f\xa6\x92 https://t.co/g1QA6M91dA\xe2\x80\xa6 https://t.co/c3awXFWgN9'
,,
lestawlstr,3/27/2019 16:25,b'RT @SamsungMobile: The #GalaxyS10 is a next generation smartphone like no other.\nThe next generation Galaxy has arrived.\nLearn more: https:\xe2\x80\xa6'
,,
akhilshankartp,3/27/2019 16:24,"b'RT @SamsungMobileIN: Next Generation Infinity-O display for an uninterrupted, immersive viewing experience. #GalaxyS10. Own now at Rs.2,170\xe2\x80\xa6'"
,,
NilayJJoshi,3/27/2019 16:24,b'RT @amitbhawani: Samsung seems to be following Xiaomi everywhere. Now there are full page ADS on the brand new Samsung #GalaxyS10. \xf0\x9f\x91\x8f\n\nNote:\xe2\x80\xa6'
,,
Sumanth59700925,3/27/2019 16:24,b'RT @amitbhawani: Samsung seems to be following Xiaomi everywhere. Now there are full page ADS on the brand new Samsung #GalaxyS10. \xf0\x9f\x91\x8f\n\nNote:\xe2\x80\xa6'
,,
Mottify28,3/27/2019 16:24,"b'RT @DigitalTrends: On the new #GalaxyS10, it can be unlocked with an image of your face--using another phone. https://t.co/5VdDqyf5lw'"
,,
alleyluyajohn,3/27/2019 16:21,"b'RT @SamsungMobileIN: Can\xe2\x80\x99t wait any longer to get your hands on the Next Generation #GalaxyS10? Own now at 2,170/- (T&amp;C apply). Follow us n\xe2\x80\xa6'"
,,
MKULDEEP666,3/27/2019 16:20,"b'RT @SamsungMobileIN: Next Generation Infinity-O display for an uninterrupted, immersive viewing experience. #GalaxyS10. Own now at Rs.2,170\xe2\x80\xa6'"
,,
akhilshankartp,3/27/2019 16:19,"b'RT @SamsungMobileIN: Pro-grade intelligent cameras that make every shot worth sharing. #GalaxyS10. Own now at Rs.2,170/- (T&amp;C apply). Buy n\xe2\x80\xa6'"
,,
IsmailPaid,3/27/2019 16:19,b'RT @SamsungMalaysia: You know you want it. Now go get it with our Trade Up Programme! #GalaxyS10'
,,
Kirby710Olivier,3/27/2019 16:18,b'RT @SamsungCanada: The newest Fortnite skin is iKONIK\xe2\x80\x94and it\xe2\x80\x99s only available on the phone with next-generation gaming performance. #Galaxy\xe2\x80\xa6'
,,
akhilshankartp,3/27/2019 16:18,"b""RT @SamsungMobile: Shoot like a pro without being a pro. #GalaxyS10's Pro-Grade Camera.\nLearn more: https://t.co/UstjA79jjF https://t.co/7a\xe2\x80\xa6"""
,,
WL_News,3/27/2019 16:17,b'RT @sprintnews: Save Big with @SamsungMobileUS #GalaxyS10 Series Phones from @Sprint \xe2\x80\x93 Starting at $15 per month https://t.co/AecIwOCHOa ht\xe2\x80\xa6'
,,
NY_Vegan,3/27/2019 16:14,b'RT @SamsungMobileUS: #GalaxyS10 wallpapers are *a thing*. Big shoutout to our community for inspiring us and bringing the laughs. Our turn.\xe2\x80\xa6'
,,
natashaa_puteri,3/27/2019 16:13,b'RT @SamsungMalaysia: Bringing all you need to achieve even more in one single device - #GalaxyS10 is the phone for you. https://t.co/Q4t6En\xe2\x80\xa6'
,,
SamsungNEXT,3/27/2019 16:08,b'RT @SamsungNewsUS: #ICYMI: Go behind-the-scenes with @FallonTonight filmed entirely on #GalaxyS10+ and see what the show\xe2\x80\x99s production crew\xe2\x80\xa6'
,,
pieross3,3/27/2019 16:05,b'RT @SamsungCanada: A next generation camera that expands your horizons. #GalaxyS10'
,,
TechWithMe2,3/27/2019 16:03,"b""RT @SamsungMobile: Vault-like security with #GalaxyS10's in-display Ultrasonic Fingerprint.\nLearn more: https://t.co/UstjA79jjF https://t.c\xe2\x80\xa6"""
,,
