user_screen_name,created_at,tweet_text
,,
JianWoei,3/30/2019 7:44,b'Fly like butterfly #entopia #penang #butterfly #butterflyfarm #malaysia #samsung #galaxys10 #s10 #hdr #unedited\xe2\x80\xa6 https://t.co/STRRsQ5NF7'
,,
PrasantaGiri760,3/30/2019 7:44,"b""RT @TrakinTech: #SamsungGalaxyS10 5G, #GalaxyA70's 25W Charger Leaked\n\xe2\x8b\x99#Samsung EP-TA800 25W charger to be bundled in #GalaxyS10 5G, A70\n\xe2\x8b\x99T\xe2\x80\xa6"""
,,
SamsungMobileIN,3/30/2019 7:44,b'@Roshan96607609 The pro-grade cameras on #GalaxyS10 will revolutionize how you shoot. Capture panoramic landscapes\xe2\x80\xa6 https://t.co/VJJmFEOQyU'
,,
BrianKing3236,3/30/2019 7:44,b'RT @SamsungMobileKE: Smartphone\n\nNoun\n\nA phone that can intelligently recognize your mobile behaviour and optimizes usage based on them. It\xe2\x80\xa6'
,,
Roshan96607609,3/30/2019 7:44,"b'With the #GalaxyS10, there are so many ways to capture my memories like a pro. Be it HDR 10+ videos, super slow-mo\xe2\x80\xa6 https://t.co/ixmmZ3liuM'"
,,
Gherbaouiboume3,3/30/2019 7:44,b'RT @SamsungMobileIN: The Next Generation #GalaxyS10 is the future of smartphones. But the future wouldn\xe2\x80\x99t be so bright if there is no energ\xe2\x80\xa6'
,,
PrasantaGiri760,3/30/2019 7:43,b'RT @TrakinTech: @SamsungMobileIN #GalaxyS10 5G Price Reportedly Revealed Ahead of Sale Next Week\n\xe2\x8b\x99#SamsungGalaxyS10 5G is priced starting a\xe2\x80\xa6'
,,
sshxoan,3/30/2019 7:43,b'RT @SamsungMobileIN: The Next Generation #GalaxyS10 is the future of smartphones. But the future wouldn\xe2\x80\x99t be so bright if there is no energ\xe2\x80\xa6'
,,
JaiSury0071109,3/30/2019 7:41,b'RT @TrakinTech: @SamsungMobileIN #GalaxyS10 5G Price Reportedly Revealed Ahead of Sale Next Week\n\xe2\x8b\x99#SamsungGalaxyS10 5G is priced starting a\xe2\x80\xa6'
,,
jazza1,3/30/2019 7:40,b'@CPWTweets The high quality camera!  #GalaxyS10'
,,
JaiSury0071109,3/30/2019 7:40,b'RT @TrakinTech: #SamsungGalaxyS10 Selfie Camera Offers Cropped View in Third Party Apps\n\xe2\x8b\x99@SamsungMobileIN #GalaxyS10 selfie camera offers a\xe2\x80\xa6'
,,
JaiSury0071109,3/30/2019 7:40,"b""RT @TrakinTech: #SamsungGalaxyS10 5G, #GalaxyA70's 25W Charger Leaked\n\xe2\x8b\x99#Samsung EP-TA800 25W charger to be bundled in #GalaxyS10 5G, A70\n\xe2\x8b\x99T\xe2\x80\xa6"""
,,
jazza1,3/30/2019 7:40,b'RT @CPWTweets: Still looking for the perfect match? We can help \xf0\x9f\x98\x89 Tell us in the comments below which feature of the Galaxy S10 you \xf0\x9f\x92\x95 for y\xe2\x80\xa6'
,,
Ami032108,3/30/2019 7:39,b'@CPWTweets #Competition #GalaxyS10 I love the Battery life The Galaxy S10+ has the biggest battery on any Galaxy S\xe2\x80\xa6 https://t.co/TaqHOcebLt'
,,
JoniLoveVWBugs,3/30/2019 7:38,b'@SamsungMobileSA @MenlynSA @ThePavSA @Tygervalley Lucky you!! I will show you my #ARemoji. idance moves from home \xf0\x9f\x92\x83\xe2\x80\xa6 https://t.co/cyTy3S4Ixt'
,,
Paulie_1984,3/30/2019 7:38,b'@CPWTweets The camera #Competition #Win #GalaxyS10 #S10'
,,
Ami032108,3/30/2019 7:38,b'@CPWTweets #Competition #GalaxyS10 I love the the Galaxy S10\xe2\x80\x99s performance is what I expect \xe2\x80\x93 amazing. It has more\xe2\x80\xa6 https://t.co/R78NAqvy8O'
,,
IrfanAh59099095,3/30/2019 7:37,b'RT @SamsungMobileIN: The Next Generation #GalaxyS10 is the future of smartphones. But the future wouldn\xe2\x80\x99t be so bright if there is no energ\xe2\x80\xa6'
,,
TrakinTech,3/30/2019 7:36,b'@SamsungMobileIN #GalaxyS10 5G Price Reportedly Revealed Ahead of Sale Next Week\n\xe2\x8b\x99#SamsungGalaxyS10 5G is priced st\xe2\x80\xa6 https://t.co/7RzlDuMDsb'
,,
Ami032108,3/30/2019 7:36,b'@CPWTweets #Competition #GalaxyS10 I love the 4K selfie camera it smiles back at me every time at look at it and th\xe2\x80\xa6 https://t.co/E7sFZ9xrp1'
,,
Ami032108,3/30/2019 7:34,b'@CPWTweets #Competition #GalaxyS10 I love the  Pro-level camera its gives me confidence of being the beautiful and\xe2\x80\xa6 https://t.co/9mC6k2elx0'
,,
SamsungMobileIN,3/30/2019 7:34,b'@Rakeshkumarroy0 The #GalaxyS10 comes with the stunning Infinity-O display that offers you a cinematic viewing expe\xe2\x80\xa6 https://t.co/yUR7D5251M'
,,
Rakeshkumarroy0,3/30/2019 7:34,b'There are displays and then there is the #GalaxyS10 Infinity-O Display. It has been awarded by VDE for 100% Mobile\xe2\x80\xa6 https://t.co/vtwCLP229y'
,,
stevennorby,3/30/2019 7:33,b'RT @BravoWWHL: Watch What Happens... some of our #WWHL studio cameras are being replaced with the Samsung\xc2\xa0#GalaxyS10+\xc2\xa0to\xc2\xa0capture\xc2\xa0tonight\xe2\x80\x99s\xe2\x80\xa6'
,,
Ami032108,3/30/2019 7:32,b'@CPWTweets #Competition #GalaxyS10 I love the  Pro-level camera I virtually live in the soul of the camera... .I am\xe2\x80\xa6 https://t.co/SqQ94qChIU'
,,
SamsungMobileSA,3/30/2019 7:30,"b'Do you have all the right #ARemoji dance moves?  Yes? \xf0\x9f\x92\x83 Then come show them off at our #GalaxyS10Studio @MenlynSA,\xe2\x80\xa6 https://t.co/KxuDPdvQOY'"
,,
ImHasan_ikbal,3/30/2019 7:29,"b'It becomes such a hassle to carry so many chargers for all the devices that I have. But, with the Wireless PowerSha\xe2\x80\xa6 https://t.co/P22KFMcr9d'"
,,
rishabmittal84,3/30/2019 7:27,"b'It becomes such a hassle to carry so many chargers for all the devices that I have. But, with the Wireless PowerSha\xe2\x80\xa6 https://t.co/REcRROlBgF'"
,,
Ami032108,3/30/2019 7:26,b'@CPWTweets #Competition #GalaxyS10 I simply love the  Ultrasonic Fingerprint Scanner because is responds ONLY TO MY\xe2\x80\xa6 https://t.co/7t6oHsRuEN'
,,
LeinadDOP80,3/30/2019 7:25,b'RT @CPWTweets: Still looking for the perfect match? We can help \xf0\x9f\x98\x89 Tell us in the comments below which feature of the Galaxy S10 you \xf0\x9f\x92\x95 for y\xe2\x80\xa6'
,,
DoubleShot93,3/30/2019 7:25,b'RT @CPWTweets: Still looking for the perfect match? We can help \xf0\x9f\x98\x89 Tell us in the comments below which feature of the Galaxy S10 you \xf0\x9f\x92\x95 for y\xe2\x80\xa6'
,,
VishalGajananG3,3/30/2019 7:25,b'RT @TrakinTech: #SamsungGalaxyS10 Selfie Camera Offers Cropped View in Third Party Apps\n\xe2\x8b\x99@SamsungMobileIN #GalaxyS10 selfie camera offers a\xe2\x80\xa6'
,,
Ami032108,3/30/2019 7:25,b'@CPWTweets #Competition #GalaxyS10 I am a gaming and movie buff I love it for Samsung\xe2\x80\x99s first ever Infinity-O scree\xe2\x80\xa6 https://t.co/xq9oXGx0fN'
,,
ManiMeh46329821,3/30/2019 7:23,b'RT @ManiMeh46329821: What is SEO / Search Engine Optimization And Why Is Important for Digital Marketing Professionals?\nRead Full Blog:-  h\xe2\x80\xa6'
,,
bangreja21,3/30/2019 7:23,b'RT @samsungID: Your chance to own the #GalaxyS10 is here!\n\n#NeverAfraid to explore more with the right device on your hand. Get it with man\xe2\x80\xa6'
,,
VishalGajananG3,3/30/2019 7:22,"b""RT @TrakinTech: #SamsungGalaxyS10 5G, #GalaxyA70's 25W Charger Leaked\n\xe2\x8b\x99#Samsung EP-TA800 25W charger to be bundled in #GalaxyS10 5G, A70\n\xe2\x8b\x99T\xe2\x80\xa6"""
,,
aryasinghshanu,3/30/2019 7:21,b'RT @SamsungMobileIN: The Next Generation #GalaxyS10 is the future of smartphones. But the future wouldn\xe2\x80\x99t be so bright if there is no energ\xe2\x80\xa6'
,,
sfCW3AP9kUjwnoQ,3/30/2019 7:20,b'RT @whitestonedome: Samsung Galaxy S10 The Best &amp; Only Glass Screen Protector Review Whitest... https://t.co/djCo1mNdrQ @YouTube #Whiteston\xe2\x80\xa6'
,,
sfCW3AP9kUjwnoQ,3/30/2019 7:20,"b""RT @whitestonedome: The Galaxy S10 makes the screen protector situation a bit complicated since the phone's ultrasonic fingerprint sensor w\xe2\x80\xa6"""
,,
Ami032108,3/30/2019 7:19,b'RT @CPWTweets: Still looking for the perfect match? We can help \xf0\x9f\x98\x89 Tell us in the comments below which feature of the Galaxy S10 you \xf0\x9f\x92\x95 for y\xe2\x80\xa6'
,,
DivyaK72636793,3/30/2019 7:19,b'@CPWTweets I love the camera..\n#Competition #GalaxyS10'
,,
zedomax,3/30/2019 7:18,b'Late night snake camera test with #GalaxyS10 #ShinRamen #Ramen #MyDaughterCallsSnacksSnakes https://t.co/b9cm0JHUeW'
,,
bobblemummy,3/30/2019 7:18,b'RT @CPWTweets: Still looking for the perfect match? We can help \xf0\x9f\x98\x89 Tell us in the comments below which feature of the Galaxy S10 you \xf0\x9f\x92\x95 for y\xe2\x80\xa6'
,,
DivyaK72636793,3/30/2019 7:18,b'RT @CPWTweets: Still looking for the perfect match? We can help \xf0\x9f\x98\x89 Tell us in the comments below which feature of the Galaxy S10 you \xf0\x9f\x92\x95 for y\xe2\x80\xa6'
,,
DivyaK72636793,3/30/2019 7:16,b'RT @SamsungMobileIN: The Next Generation #GalaxyS10 is the future of smartphones. But the future wouldn\xe2\x80\x99t be so bright if there is no energ\xe2\x80\xa6'
,,
Dzivha_Musolwa,3/30/2019 7:16,b'RT @MapsMaponyane: City Lights on the @SamsungMobileSA #GalaxyS10 https://t.co/rx0J30cjF3'
,,
Guy_Nash,3/30/2019 7:16,b'@CPWTweets The triple lens camera looks great  #Competition #Win #GalaxyS10 #S10'
,,
_imveeresh,3/30/2019 7:14,"b'It becomes such a hassle to carry so many chargers for all the devices that I have. But, with the Wireless PowerSha\xe2\x80\xa6 https://t.co/EFrVXlbc7X'"
,,
MotherKhaos,3/30/2019 7:14,b'RT @CPWTweets: Still looking for the perfect match? We can help \xf0\x9f\x98\x89 Tell us in the comments below which feature of the Galaxy S10 you \xf0\x9f\x92\x95 for y\xe2\x80\xa6'
,,
Dev7Vatsa,3/30/2019 7:12,b'RT @SamsungMobileIN: The Next Generation #GalaxyS10 is the future of smartphones. But the future wouldn\xe2\x80\x99t be so bright if there is no energ\xe2\x80\xa6'
,,
Vinayakarao16,3/30/2019 7:10,b'RT @SamsungMobileIN: The Next Generation #GalaxyS10 is the future of smartphones. But the future wouldn\xe2\x80\x99t be so bright if there is no energ\xe2\x80\xa6'
,,
MATRIXALIVE,3/30/2019 7:10,"b'RT @SamsungMobileSA: @RenierJustWonIt Hi, there are various missions to complete at the stand, you will receive a mission card that will be\xe2\x80\xa6'"
,,
MATRIXALIVE,3/30/2019 7:09,"b'RT @SamsungMobileSA: The #GalaxyS10Studio is @MenlynSA, @ThePavSA and @Tygervalley from this weekend. Come and experience the next gen #Gal\xe2\x80\xa6'"
,,
Sammlrd,3/30/2019 7:09,b'RT @CPWTweets: Still looking for the perfect match? We can help \xf0\x9f\x98\x89 Tell us in the comments below which feature of the Galaxy S10 you \xf0\x9f\x92\x95 for y\xe2\x80\xa6'
,,
manaks_rosey,3/30/2019 7:08,b'@SamsungMobileSA @MenlynSA @ThePavSA @Tygervalley @SamsungMobileSA @MenlynSA @ThePavSA\n @Tygervalley  \n#GalaxyS10\xe2\x80\xa6 https://t.co/kR2bAaHLF8'
,,
akhilshankartp,3/30/2019 7:08,b'RT @SamsungMobileIN: The Next Generation #GalaxyS10 is the future of smartphones. But the future wouldn\xe2\x80\x99t be so bright if there is no energ\xe2\x80\xa6'
,,
JoeAsali,3/30/2019 7:07,b'RT @SamsungMobileKE: Smartphone\n\nNoun\n\nA phone that can intelligently recognize your mobile behaviour and optimizes usage based on them. It\xe2\x80\xa6'
,,
SamsungMobileIN,3/30/2019 7:03,b'@challa_ritvik The revolutionary in-display ultrasonic fingerprint sensor makes vault-like security totally invisib\xe2\x80\xa6 https://t.co/l382lfS3HX'
,,
challa_ritvik,3/30/2019 7:03,b'I carry my life on my phone with all my pictures and contacts residing on my phone. But with in-display Ultrasonic\xe2\x80\xa6 https://t.co/05sZMLhN8X'
,,
samsungID,3/30/2019 7:03,b'Your chance to own the #GalaxyS10 is here!\n\n#NeverAfraid to explore more with the right device on your hand. Get it\xe2\x80\xa6 https://t.co/ZR3Cu9qGp0'
,,
Farzankha87,3/30/2019 7:03,"b'It becomes such a hassle to carry so many chargers for all the devices that I have. But, with the Wireless PowerSha\xe2\x80\xa6 https://t.co/I80KirMTyC'"
,,
PhillipTaylor,3/30/2019 7:03,b'RT @CPWTweets: Still looking for the perfect match? We can help \xf0\x9f\x98\x89 Tell us in the comments below which feature of the Galaxy S10 you \xf0\x9f\x92\x95 for y\xe2\x80\xa6'
,,
aniketsen74,3/30/2019 7:02,b'RT @SamsungMobileIN: The Next Generation #GalaxyS10 is the future of smartphones. But the future wouldn\xe2\x80\x99t be so bright if there is no energ\xe2\x80\xa6'
,,
hunnybun100,3/30/2019 7:01,"b'RT @DigitalTrends: On the new #GalaxyS10, it can be unlocked with an image of your face--using another phone. https://t.co/bIyJ2YlZAX'"
,,
javedskh321,3/30/2019 6:59,b'RT @phoneradarblog: #PhoneRadar News - 29th March 2019\n\n\xe2\x9e\xa1 #GalaxyTabA 8.0 (2019) Comes with S-Pen Support \n\xe2\x9e\xa1 #MiSportsShoes 2 to Go on Sale\xe2\x80\xa6'
,,
Wigwamsmashmc,3/30/2019 6:58,b'RT @beebomco: Time to get a Galaxy S10. Retweet Now!\n\nEnter here: https://t.co/o0p97z6qxP \n\n#Beebom #GalaxyS10Giveaway #GalaxyS10 #Giveaway\xe2\x80\xa6'
,,
kazzi_mouner,3/30/2019 6:58,b'RT @beebomco: Time to get a Galaxy S10. Retweet Now!\n\nEnter here: https://t.co/o0p97z6qxP \n\n#Beebom #GalaxyS10Giveaway #GalaxyS10 #Giveaway\xe2\x80\xa6'
,,
SamsungMobileIN,3/30/2019 6:54,b'@Shanosiris The #GalaxyS10 comes with the stunning Infinity-O display that offers you a cinematic viewing experienc\xe2\x80\xa6 https://t.co/jFlQ3ISUFQ'
,,
Shanosiris,3/30/2019 6:54,b'There are displays and then there is the #GalaxyS10 Infinity-O Display. It has been awarded by VDE for 100% Mobile\xe2\x80\xa6 https://t.co/UHSn8mfx09'
,,
ImAbhirajk,3/30/2019 6:53,"b""RT @TrakinTech: #SamsungGalaxyS10 5G, #GalaxyA70's 25W Charger Leaked\n\xe2\x8b\x99#Samsung EP-TA800 25W charger to be bundled in #GalaxyS10 5G, A70\n\xe2\x8b\x99T\xe2\x80\xa6"""
,,
TrakinTech,3/30/2019 6:53,"b""#SamsungGalaxyS10 5G, #GalaxyA70's 25W Charger Leaked\n\xe2\x8b\x99#Samsung EP-TA800 25W charger to be bundled in #GalaxyS10 5G\xe2\x80\xa6 https://t.co/ByEOSWuhhX"""
,,
surajsurajsky,3/30/2019 6:52,"b'It becomes such a hassle to carry so many chargers for all the devices that I have. But, with the Wireless PowerSha\xe2\x80\xa6 https://t.co/ZJFmfbNKXd'"
,,
tarunthak0r,3/30/2019 6:50,b'RT @TrakinTech: #SamsungGalaxyS10 Selfie Camera Offers Cropped View in Third Party Apps\n\xe2\x8b\x99@SamsungMobileIN #GalaxyS10 selfie camera offers a\xe2\x80\xa6'
,,
RafikQu55927451,3/30/2019 6:49,b'RT @SamsungMobileIN: The Next Generation #GalaxyS10 ushers in a new era of smartphones with some revolutionary features. Know more: https:/\xe2\x80\xa6'
,,
h_orses,3/30/2019 6:48,"b'RT @DigitalTrends: On the new #GalaxyS10, it can be unlocked with an image of your face--using another phone. https://t.co/bIyJ2YlZAX'"
,,
ImAbhirajk,3/30/2019 6:48,b'RT @TrakinTech: #SamsungGalaxyS10 Selfie Camera Offers Cropped View in Third Party Apps\n\xe2\x8b\x99@SamsungMobileIN #GalaxyS10 selfie camera offers a\xe2\x80\xa6'
,,
TrakinTech,3/30/2019 6:48,b'#SamsungGalaxyS10 Selfie Camera Offers Cropped View in Third Party Apps\n\xe2\x8b\x99@SamsungMobileIN #GalaxyS10 selfie camera\xe2\x80\xa6 https://t.co/BVmVKkMQ6J'
,,
Dr_Zwerge,3/30/2019 6:48,"b'RT @DigitalTrends: On the new #GalaxyS10, it can be unlocked with an image of your face--using another phone. https://t.co/bIyJ2YlZAX'"
,,
curtisrosemary,3/30/2019 6:46,"b'RT @DigitalTrends: On the new #GalaxyS10, it can be unlocked with an image of your face--using another phone. https://t.co/bIyJ2YlZAX'"
,,
genehack,3/30/2019 6:45,"b'RT @DigitalTrends: On the new #GalaxyS10, it can be unlocked with an image of your face--using another phone. https://t.co/bIyJ2YlZAX'"
,,
jethroxxxx,3/30/2019 6:45,"b'RT @DigitalTrends: On the new #GalaxyS10, it can be unlocked with an image of your face--using another phone. https://t.co/bIyJ2YlZAX'"
,,
Nikhil_S101,3/30/2019 6:45,"b""RT @TheTechChap: It's Camera Comparison time! \xf0\x9f\x98\x81 https://t.co/cIOIcAD15M\n\nWhich looks better? \xf0\x9f\x91\x8d\xf0\x9f\x91\x8e\nRT for P30! \nLike for S10!\n\n#HuaweiP30Pro #\xe2\x80\xa6"""
,,
BitcoinPele,3/30/2019 6:45,"b'RT @DigitalTrends: On the new #GalaxyS10, it can be unlocked with an image of your face--using another phone. https://t.co/bIyJ2YlZAX'"
,,
DaraMichael,3/30/2019 6:42,b'RT @CPWTweets: Still looking for the perfect match? We can help \xf0\x9f\x98\x89 Tell us in the comments below which feature of the Galaxy S10 you \xf0\x9f\x92\x95 for y\xe2\x80\xa6'
,,
SamsungMobileIN,3/30/2019 6:40,b'@9677141546 The revolutionary in-display ultrasonic fingerprint sensor makes vault-like security totally invisible.\xe2\x80\xa6 https://t.co/OTuQzfh1jI'
,,
9677141546,3/30/2019 6:40,b'I carry my life on my phone with all my pictures and contacts residing on my phone. But with in-display Ultrasonic\xe2\x80\xa6 https://t.co/qp6UrZPldH'
,,
hirak_s,3/30/2019 6:40,b'RT @SamsungMobileIN: The Next Generation #GalaxyS10 is the future of smartphones. But the future wouldn\xe2\x80\x99t be so bright if there is no energ\xe2\x80\xa6'
,,
Luo_mane,3/30/2019 6:40,b'RT @SamsungMobileKE: Smartphone\n\nNoun\n\nA phone that can intelligently recognize your mobile behaviour and optimizes usage based on them. It\xe2\x80\xa6'
,,
tedgioia,3/30/2019 6:38,"b'RT @DigitalTrends: On the new #GalaxyS10, it can be unlocked with an image of your face--using another phone. https://t.co/bIyJ2YlZAX'"
,,
moondr1,3/30/2019 6:38,"b'RT @grffeApp: Thanks you, @RodKahx for the recolor of this nice #Wallpaper, Hope you like it. \n\n#wallpapers #digitalart #digitalartist #dig\xe2\x80\xa6'"
,,
praveenrajii191,3/30/2019 6:37,b'RT @SamsungMobileIN: The Next Generation #GalaxyS10 is the future of smartphones. But the future wouldn\xe2\x80\x99t be so bright if there is no energ\xe2\x80\xa6'
,,
iansltx,3/30/2019 6:37,"b'RT @DigitalTrends: On the new #GalaxyS10, it can be unlocked with an image of your face--using another phone. https://t.co/bIyJ2YlZAX'"
,,
SamsungMobileSA,3/30/2019 6:37,"b'@RenierJustWonIt Hi, there are various missions to complete at the stand, you will receive a mission card that will\xe2\x80\xa6 https://t.co/y6aoLbmmZ0'"
,,
KellyJane1166,3/30/2019 6:36,b'RT @CPWTweets: Still looking for the perfect match? We can help \xf0\x9f\x98\x89 Tell us in the comments below which feature of the Galaxy S10 you \xf0\x9f\x92\x95 for y\xe2\x80\xa6'
,,
robbiese7en,3/30/2019 6:34,"b'RT @DigitalTrends: On the new #GalaxyS10, it can be unlocked with an image of your face--using another phone. https://t.co/bIyJ2YlZAX'"
,,
rajatkr_AM,3/30/2019 6:34,b'RT @SamsungMobileIN: The Next Generation #GalaxyS10 is the future of smartphones. But the future wouldn\xe2\x80\x99t be so bright if there is no energ\xe2\x80\xa6'
,,
SAIKRISHNASENA4,3/30/2019 6:33,b'RT @SamsungMobileIN: The Next Generation #GalaxyS10 is the future of smartphones. But the future wouldn\xe2\x80\x99t be so bright if there is no energ\xe2\x80\xa6'
,,
simple_secure,3/30/2019 6:33,"b'RT @DigitalTrends: On the new #GalaxyS10, it can be unlocked with an image of your face--using another phone. https://t.co/bIyJ2YlZAX'"
,,
Tangfasticz,3/30/2019 6:33,b'RT @CPWTweets: Still looking for the perfect match? We can help \xf0\x9f\x98\x89 Tell us in the comments below which feature of the Galaxy S10 you \xf0\x9f\x92\x95 for y\xe2\x80\xa6'
,,
Tangfasticz,3/30/2019 6:33,b'@CPWTweets Definitely the camera! #GalaxyS10 #S10 \xf0\x9f\x98\x8a\xf0\x9f\x98\x8a'
,,
Kalalkartik9,3/30/2019 6:33,b'RT @SamsungMobileIN: The Next Generation #GalaxyS10 is the future of smartphones. But the future wouldn\xe2\x80\x99t be so bright if there is no energ\xe2\x80\xa6'
,,
SamsungMobileSA,3/30/2019 6:31,"b'@Hlangi_Hlungz Hi, the #GalaxyS10Studio is our stand showcasing the amazing #GalaxyS10 features. There are various\xe2\x80\xa6 https://t.co/dMuDDuxaVn'"
,,
SamsungMobileIN,3/30/2019 6:31,b'@VivanMishra10 The #GalaxyS10 comes with the stunning Infinity-O display that offers you a cinematic viewing experi\xe2\x80\xa6 https://t.co/K92qRIk23g'
,,
VivanMishra10,3/30/2019 6:31,b'There are displays and then there is the #GalaxyS10 Infinity-O Display. It has been awarded by VDE for 100% Mobile\xe2\x80\xa6 https://t.co/OLjKYlXswi'
,,
sandeep_447,3/30/2019 6:31,b'RT @SamsungMobileIN: The Next Generation #GalaxyS10 is the future of smartphones. But the future wouldn\xe2\x80\x99t be so bright if there is no energ\xe2\x80\xa6'
,,
Allen88Yuri,3/30/2019 6:30,"b'@SamsungMobileSA @MenlynSA @ThePavSA @Tygervalley #GalaxyS10,#GalaxyS10studio,@MenlynSA @Menlyn,@ThePavSA @ThePavSA\xe2\x80\xa6 https://t.co/lP3hlwhT3X'"
,,
SamsungMobileIN,3/30/2019 6:29,b'The Next Generation #GalaxyS10 is the future of smartphones. But the future wouldn\xe2\x80\x99t be so bright if there is no en\xe2\x80\xa6 https://t.co/80EBQWjCse'
,,
SamsungMobileIN,3/30/2019 6:29,b'@subham06178254 The revolutionary in-display ultrasonic fingerprint sensor makes vault-like security totally invisi\xe2\x80\xa6 https://t.co/andl6GwrpC'
,,
subham06178254,3/30/2019 6:29,b'I carry my life on my phone with all my pictures and contacts residing on my phone. But with in-display Ultrasonic\xe2\x80\xa6 https://t.co/y2NbTlTWF1'
,,
DailyTUT,3/30/2019 6:27,b'Best 7.5/10 Watt Qi Fast Wireless Chargers for iPhone and Android https://t.co/Mz4GTOG3Ix #airpower #apple #iphone\xe2\x80\xa6 https://t.co/YfSalAQDP1'
,,
diljale0,3/30/2019 6:21,b'RT @SamsungMobileIN: The Next Generation #GalaxyS10 ushers in a new era of smartphones with some revolutionary features. Know more: https:/\xe2\x80\xa6'
,,
Bes_Serg,3/30/2019 6:17,"b""RT @TheTechChap: It's Camera Comparison time! \xf0\x9f\x98\x81 https://t.co/cIOIcAD15M\n\nWhich looks better? \xf0\x9f\x91\x8d\xf0\x9f\x91\x8e\nRT for P30! \nLike for S10!\n\n#HuaweiP30Pro #\xe2\x80\xa6"""
,,
DhanwantSinghB2,3/30/2019 6:05,b'RT @phoneradarblog: #PhoneRadar News - 29th March 2019\n\n\xe2\x9e\xa1 #GalaxyTabA 8.0 (2019) Comes with S-Pen Support \n\xe2\x9e\xa1 #MiSportsShoes 2 to Go on Sale\xe2\x80\xa6'
,,
SamsungMobileIN,3/30/2019 5:57,b'@Shubhamdangi353 The pro-grade cameras on #GalaxyS10 will revolutionize how you shoot. Capture panoramic landscapes\xe2\x80\xa6 https://t.co/z2awPbnjYE'
,,
Shubhamdangi353,3/30/2019 5:57,"b'With the #GalaxyS10, there are so many ways to capture my memories like a pro. Be it HDR 10+ videos, super slow-mo\xe2\x80\xa6 https://t.co/HUyuv6mbOk'"
,,
TechGuySmartBuy,3/30/2019 5:56,b'So About Those #GalaxyS10 Cameras\xf0\x9f\x93\xb7... \n#android\nhttps://t.co/8BMxHxyrUo https://t.co/xw3vtK0TPm'
,,
pdxkcm,3/30/2019 5:50,"b'Got a new phone after many years, a #Samsung #GalaxyS10.\n\nI thought I was ordering a white one (see the first photo\xe2\x80\xa6 https://t.co/U3QirnriJv'"
,,
jinethjai,3/30/2019 5:49,"b'It becomes such a hassle to carry so many chargers for all the devices that I have. But, with the Wireless PowerSha\xe2\x80\xa6 https://t.co/Ozz6Gk40En'"
,,
Allen88Yuri,3/30/2019 5:47,"b""@SamsungMobileSA One of the best phone I've seen with quality camera #GalaxyS10. #GalaxyS10studio  is so amazing \xf0\x9f\x91\x8c"""
,,
Micboneks,3/30/2019 5:47,b'RT @Samsung: A #radical and #magical design concept that reflects your colorful lifestyle #GalaxyS10\nhttps://t.co/6nYLKj69RU'
,,
buro_shalik,3/30/2019 5:46,b'@Samsung @SamsungMobile to get #GalaxyS10 click the link below \nhttps://t.co/8EDmOYNovE'
,,
buro_shalik,3/30/2019 5:46,b'@SamsungMobile to get #GalaxyS10 click the link below \nhttps://t.co/8EDmOYNovE'
,,
Itsmerohan99,3/30/2019 5:45,b'RT @phoneradarblog: #PhoneRadar News - 29th March 2019\n\n\xe2\x9e\xa1 #GalaxyTabA 8.0 (2019) Comes with S-Pen Support \n\xe2\x9e\xa1 #MiSportsShoes 2 to Go on Sale\xe2\x80\xa6'
,,
robinghaitweets,3/30/2019 5:44,b'RT @phoneradarblog: #PhoneRadar News - 29th March 2019\n\n\xe2\x9e\xa1 #GalaxyTabA 8.0 (2019) Comes with S-Pen Support \n\xe2\x9e\xa1 #MiSportsShoes 2 to Go on Sale\xe2\x80\xa6'
,,
rahulth9936,3/30/2019 5:44,"b'It becomes such a hassle to carry so many chargers for all the devices that I have. But, with the Wireless PowerSha\xe2\x80\xa6 https://t.co/uXgeq3Lyua'"
,,
EkaaleEkuam,3/30/2019 5:44,b'RT @SamsungMobileKE: Smartphone\n\nNoun\n\nA phone that can intelligently recognize your mobile behaviour and optimizes usage based on them. It\xe2\x80\xa6'
,,
SamsungMobileIN,3/30/2019 5:40,b'@sanjay_snjyvdy The revolutionary in-display ultrasonic fingerprint sensor makes vault-like security totally invisi\xe2\x80\xa6 https://t.co/g92AS9vSSL'
,,
sanjay_snjyvdy,3/30/2019 5:40,b'I carry my life on my phone with all my pictures and contacts residing on my phone. But with in-display Ultrasonic\xe2\x80\xa6 https://t.co/oBYICtANMS'
,,
BeyondYTGamer,3/30/2019 5:40,b'RT @Ninja: Pumped to have gotten my new @SamsungMobileUS #GalaxyS10 Huge thanks to @YG_iKONIC and everyone who came by @Samsung837 to play\xe2\x80\xa6'
,,
MunzierTcn,3/30/2019 5:39,b'RT @Rodney_Walker: #Huawei #P30 price leaks suggests it could be as expensive as the Galaxy S10 https://t.co/ycDIbQf3Sn #GalaxyS10 #Smartph\xe2\x80\xa6'
,,
vikramchirdia,3/30/2019 5:38,b'RT @SamsungMobileIN: The Next Generation #GalaxyS10 ushers in a new era of smartphones with some revolutionary features. Know more: https:/\xe2\x80\xa6'
,,
janineatkin82,3/30/2019 5:36,b'RT @CPWTweets: Still looking for the perfect match? We can help \xf0\x9f\x98\x89 Tell us in the comments below which feature of the Galaxy S10 you \xf0\x9f\x92\x95 for y\xe2\x80\xa6'
,,
